employee_id,department,performance_rating,years_experience,tenure_years,education_level,remote_days_per_week,office_zip,regional_unemployment,cost_of_living_idx,base_salary,bonus_pay,hourly_contractor_rate,hire_date
100258,Engineering,Low,6,6,Masters,5,31114,4.23,149.9,80057.02,3307.7,,2020-11-15
100259,Engineering,High,7,5,Bachelors,4,95174,4.52,149.4,100436.16,7980.44,usd 61.89,2013-08-30
100260,ENG,,13,4,Masters,5,87142,4.51,131.6,96034.82,,usd 30.10,2019-02-07
100261,Sales,Medium,12,4,Bachelors,1,25661,4.79,119.8,72069.91,2602.29,USD 41.31,2015-02-06
100262,Finance,Medium,1,1,Bachelors,0,95179,5.2,136.8,77948.77,5463.48,USD 49.88,2017-08-30
100263,Finance,Medium,17,8,Bachelors,4,98864,4.82,76.0,81469.0,4142.62,52.33,2014-07-21
100264,SALES,High,7,4,Masters,2,46738,4.99,124.3,76368.98,6606.51,43.98,2016-06-11
100265, eng ,High,7,4,Bachelors,2,21981,3.98,91.9,85594.46,7386.77,USD 47.31,2019-08-29
100266,Finance,,5,5,Bachelors,3,69609,4.38,101.0,69726.27,,USD 68.80,2016-05-24
100267,Sales,High,8,3,PhD,5,72797,3.91,101.3,82686.65,6048.92,$32.79,2019-08-26
100268,Finance,Low,5,5,Bachelors,3,29290,4.99,156.7,62019.92,209.78,usd 59.17,2021-04-21
100269,sales,High,8,0,Bachelors,0,57263,4.34,122.6,90632.22,6767.68,40.68,2020-08-13
100270,Sales,Low,7,7,Masters,4,71131,4.47,126.0,72655.99,2398.7,$52.66,2013-07-12
100271,Engineering,High,7,0,Bachelors,1,45602,4.45,86.0,85120.03,5910.37,$49.62,2025-02-15
100272,Sales,Medium,2,0,Bachelors,4,74461,5.48,140.2,62804.91,5210.73,USD 43.68,2021-08-06
100273,Sales,,8,1,Bachelors,1,29167,4.5,98.8,71764.18,,USD 47.80,2014-02-15
100274,Engineering,Medium,10,9,Masters,5,91251,3.27,76.3,74018.65,4041.4,,2014-09-09
100275,Finance,Medium,3,1,Bachelors,4,79575,5.01,93.7,57683.4,3429.08,usd 36.20,2022-10-23
100276,Sales ,High,7,2,Bachelors,2,61237,3.85,92.3,73612.09,5924.73,$56.08,2016-07-27
100277,Finance,Medium,9,9,Masters,2,59529,4.25,116.0,90352.93,4867.16,$47.74,2023-08-17
100278,Engineering,High,7,2,Bachelors,4,30996,3.76,105.5,86256.08,9564.24,$74.68,2019-10-21
100279,Finance,Low,0,0,Masters,2,57789,4.91,114.5,,1034.06,25.34,2015-03-24
100280,Finance,Medium,4,4,Bachelors,3,77866,5.3,128.6,84380.64,4695.77,USD 36.26,2023-04-25
100281,Finance,Medium,13,7,PhD,0,29959,4.91,105.8,,4907.71,USD 38.74,2025-10-29
100282,Engineering,Medium,1,1,Bachelors,5,37332,3.62,107.2,55326.66,3629.37,,2025-02-11
100283,Finance,Medium,12,6,Bachelors,0,87021,4.15,81.2,73961.76,4638.45,USD 17.72,2022-03-17
100284,engineering,Medium,10,3,Bachelors,2,91092,4.17,110.7,89180.4,2695.83,USD 29.12,2013-04-11
100285,Finance,Medium,12,3,PhD,4,64766,3.04,95.0,79316.67,3801.79,,2021-01-02
100286,sales,Medium,6,3,Bachelors,2,66782,4.24,82.2,49456.59,2094.19,usd 48.79,2025-08-04
100287,Engineering,Medium,12,7,Bachelors,3,80493,3.92,104.4,83090.35,1990.17,USD 25.72,2021-02-02
100288,Finance,High,4,4,Bachelors,2,50239,5.01,107.5,77559.57,6208.22,USD 48.46,2015-08-25
100289,Engineering,High,10,4,Masters,2,80332,4.4,162.4,113271.15,8468.81,48.00,2019-09-09
100290,Finance,,12,7,Masters,4,10169,4.6,138.2,94264.22,,$55.00,2016-12-11
100291,Engineering,Low,11,4,Masters,2,62163,3.93,150.3,96433.28,2257.52,34.10,2018-11-15
100292,Sales,Medium,9,5,PhD,3,77261,5.37,126.0,95083.24,5205.0,,2013-11-03
100293, Sales,Medium,9,9,Bachelors,1,29480,4.06,92.2,62179.22,4486.4,$37.25,2012-03-24
100294,Finance,High,7,2,Masters,2,89491,4.5,90.9,84209.22,6585.67,$48.39,2014-05-23
100295,SALES,Medium,7,0,Bachelors,2,29006,3.66,110.6,56480.16,3149.11,17.57,2023-12-28
100296,Engineering,High,9,9,Bachelors,1,23765,3.87,94.8,89036.34,8461.74,usd 56.59,2016-08-07
100297,Fin.,High,5,0,Bachelors,3,20975,4.11,82.8,74869.78,6601.63,44.47,2016-07-19
100298,Sales,High,9,1,Bachelors,3,56151,4.67,83.9,60051.66,3185.08,30.44,2019-04-02
100299,sales,,8,0,Masters,2,67229,3.47,139.5,81462.62,,$51.38,2025-08-03
100300,Finance,Low,4,4,Bachelors,3,67743,3.31,104.4,52594.18,1643.58,,2022-06-21
100301,ENG,High,12,4,Bachelors,3,70418,5.1,142.2,103958.61,10430.36,USD 60.35,2015-05-09
100302,Finance,Medium,10,1,Masters,0,57127,3.85,128.7,79495.39,3642.23,usd 44.49,2015-03-07
100303,Engineering,,6,1,Masters,2,48149,4.76,125.5,,,,2012-01-25
100304,Sales,High,10,2,Bachelors,1,49144,3.7,79.1,66069.39,3540.38,,2014-04-19
100305,Sales ,High,5,5,Bachelors,4,91941,4.92,127.4,57422.84,4533.9,USD 60.18,2023-11-24
100306,Sales,Medium,3,3,Bachelors,0,55473,4.88,111.8,55099.08,2355.57,USD 59.87,2017-06-30
100307,Sales,Low,3,3,Bachelors,2,34146,4.13,128.2,43288.17,862.02,USD 24.80,2024-01-04
100308,Finance,Medium,5,0,Masters,0,28199,4.22,117.7,74015.37,4654.1,58.96,2014-10-04
100309,Finance,,1,1,Bachelors,1,70971,4.87,98.7,63922.13,,usd 64.80,2022-07-01
100310,Finance,High,3,2,Bachelors,3,14570,4.66,119.8,67282.16,5153.74,usd 21.10,2021-06-21
100311,Finance,Medium,11,7,Bachelors,5,23801,3.68,84.4,79152.16,5545.55,64.09,2021-11-28
100312,Finance,Low,13,7,Bachelors,3,80618,4.09,118.7,78223.75,3106.7,$46.05,2022-12-21
100313,Engineering,Medium,10,4,PhD,2,74764,3.9,72.9,72450.53,3549.83,,2018-06-10
100314,Sales,,6,1,Masters,5,55473,4.88,111.8,70696.99,,USD 54.55,2022-12-13
100315,Engineering,Medium,6,6,Bachelors,5,12299,5.24,134.5,84131.5,5885.82,,2017-10-11
100316, eng ,High,5,3,Bachelors,3,49989,3.63,85.2,69302.51,4474.68,49.77,2014-11-21
100317,Engineering,Medium,8,7,Masters,4,34346,4.13,79.0,71234.47,2894.94,$43.83,2020-04-23
100318,Sales,Medium,12,11,Masters,5,15101,5.14,113.3,82795.87,4279.48,usd 51.63,2016-01-15
100319, Sales,Medium,8,6,Masters,2,72977,4.31,103.9,56100.05,1912.64,41.73,2013-07-07
100320,Sales ,Medium,0,0,Bachelors,3,82057,4.71,124.3,53599.21,3436.76,usd 51.36,2020-03-25
100321,Finance,High,8,7,Bachelors,0,21910,4.49,102.4,,6541.79,USD 31.04,2017-03-15
100322,Engineering ,High,7,0,PhD,3,20623,3.86,105.0,91862.04,7239.65,usd 48.32,2015-07-02
100323,Engineering,Medium,5,4,Bachelors,3,72229,5.07,139.5,95460.69,4497.17,,2015-08-19
100324,Sales,,4,1,Masters,2,19524,3.53,94.3,47742.68,,46.44,2023-10-21
100325,Engineering,Medium,5,1,Bachelors,2,67743,3.31,104.4,68190.07,3826.68,usd 40.46,2017-06-16
100326,Sales,Medium,6,6,Masters,2,19553,4.45,140.1,,3066.88,$38.60,2015-05-05
100327,Engineering,Low,6,2,Bachelors,5,49115,3.15,105.4,77780.11,1977.61,usd 44.52,2024-08-01
100328,Sales,Medium,4,4,Masters,3,26679,4.37,115.6,56486.38,2917.46,usd 52.30,2022-03-26
100329,Engineering,High,13,0,Bachelors,3,74764,3.9,72.9,78651.23,6575.2,$45.28,2019-08-28
100330,Finance,High,7,4,Masters,2,88693,5.07,127.7,76065.57,6871.21,29.40,2015-05-11
100331,Engineering,Low,0,0,Bachelors,2,58746,4.25,140.2,75670.79,2240.92,45.86,2016-05-05
100332,Engineering,Low,15,2,Masters,5,30459,3.52,108.2,95517.11,1290.9,USD 29.32,2013-09-19
100333,Finance,Low,7,7,Bachelors,2,50908,3.99,127.8,83923.56,1171.79,USD 60.11,2015-01-29
100334,Finance ,High,11,2,Bachelors,5,22960,4.24,108.8,87676.12,7151.44,,2016-06-15
100335,Sales,Medium,8,1,Bachelors,2,41611,5.07,89.2,54156.69,1833.88,usd 52.26,2025-11-06
100336,Finance,,8,3,Bachelors,3,21051,4.77,127.5,76638.47,,$55.42,2015-01-01
100337,Sales,Low,8,6,PhD,0,71367,4.94,118.3,82021.9,1482.64,USD 22.08,2015-02-09
100338,Sales,Medium,5,5,Bachelors,0,14133,5.1,135.7,81034.0,3580.23,usd 56.61,2012-05-24
100339,Engineering,Medium,12,2,PhD,2,30607,5.01,139.6,99405.99,6025.08,usd 63.74,2016-01-25
100340,Engineering,Medium,6,6,Bachelors,0,32981,3.29,121.7,62401.14,3443.39,usd 38.88,2024-06-29
100341,Engineering,Medium,9,5,Masters,2,70566,3.34,76.8,72400.94,3129.55,49.09,2021-04-05
100342,Engineering,Low,6,2,Masters,5,50129,4.02,130.1,78938.06,2691.7,26.46,2020-05-19
100343,Finance,Medium,8,4,Bachelors,2,36646,3.98,99.4,69361.7,4793.74,USD 68.74,2023-10-25
100344,Engineering,Medium,6,5,Masters,5,83801,3.29,121.9,87963.22,4476.78,USD 73.76,2012-09-25
100345,Sales,,8,0,Masters,1,92012,5.09,134.4,,,usd 46.21,2023-02-15
100346,Engineering,Medium,8,4,Bachelors,2,69276,4.34,100.1,78860.61,3255.8,,2012-04-18
100347,Finance,,9,5,Masters,3,44825,4.62,110.7,,,64.68,2012-02-13
100348,Sales,High,6,3,Masters,2,61597,4.0,137.4,85689.18,6205.19,$40.03,2016-10-25
100349,sales,Medium,2,2,PhD,2,45061,4.22,85.0,63244.28,4649.49,32.30,2020-08-30
100350,Engineering ,Medium,1,1,Masters,4,45377,4.48,134.7,81588.79,6729.96,usd 60.48,2019-04-17
100351,Engineering ,Medium,2,2,Bachelors,4,70788,3.88,82.6,63209.33,2683.11,usd 61.50,2015-05-30
100352,Sales,High,10,2,Bachelors,2,93856,3.8,100.2,64406.29,5165.02,usd 48.28,2018-04-15
100353,Engineering,Medium,3,2,Masters,1,48700,3.15,82.9,50334.58,3738.76,73.40,2016-08-21
100354,Finance,Medium,1,1,Masters,0,75142,4.47,101.4,71263.96,3203.52,54.68,2022-04-29
100355,Engineering,Low,2,2,PhD,4,28199,4.22,117.7,77052.47,2280.08,$28.22,2013-04-01
100356,Finance,Low,3,3,Masters,3,34902,4.94,148.8,,1438.68,,2021-02-28
100357,Sales,High,6,2,Bachelors,4,87142,4.51,131.6,,7589.48,$43.53,2020-04-09
100358,Sales,Medium,10,3,Masters,3,90743,5.18,120.2,82519.58,4675.95,USD 36.31,2015-09-15
100359,Engineering,Low,5,0,Bachelors,4,45158,3.88,89.1,52639.03,1476.85,41.86,2023-08-02
100360,Sales,High,6,6,Bachelors,4,98134,4.79,140.5,79784.49,7931.56,usd 33.97,2017-12-03
100361,Sales,Medium,5,2,Bachelors,5,66129,4.4,125.2,58822.34,3281.42,usd 59.41,2025-10-11
100362,Engineering,Medium,11,0,Bachelors,0,18622,4.93,130.7,98492.14,5299.78,,2013-10-09
100363,Sales,High,12,6,Bachelors,2,24371,4.66,82.1,60354.2,4384.63,usd 55.44,2019-02-23
100364,Finance,Medium,3,3,Bachelors,5,54500,4.13,78.1,54133.23,2250.99,USD 38.17,2014-02-14
100365, eng ,High,7,4,Masters,5,69007,3.92,159.7,102964.29,10514.42,60.74,2025-08-20
100366,Finance,High,6,2,Bachelors,0,28904,3.45,102.8,82922.93,6285.1,$50.79,2012-04-13
100367,Sales,High,10,1,Masters,4,21981,3.98,91.9,82414.41,5858.87,40.01,2025-01-20
100368,Engineering,Low,11,0,Bachelors,4,32044,4.49,131.2,87258.59,431.96,USD 43.65,2012-09-19
100369,sales,Low,9,4,Bachelors,2,87759,3.68,122.0,67610.74,606.27,$57.00,2024-11-05
100370, eng ,High,6,6,Bachelors,2,63202,3.99,89.9,71059.95,3905.05,$57.27,2020-01-08
100371,Sales,High,6,5,PhD,5,19843,3.09,114.1,76159.4,6152.72,,2021-10-08
100372,Engineering,High,7,0,Bachelors,5,64001,4.29,94.0,76801.17,6877.0,$50.65,2025-06-20
100373,Finance,Low,6,6,Masters,3,65221,5.09,127.9,77223.17,973.9,,2023-07-02
100374,Engineering,High,8,4,Bachelors,2,93647,4.57,88.1,,5222.27,usd 37.75,2017-03-16
100375,Sales,Medium,3,3,Masters,4,33556,4.0,87.5,50047.32,2737.66,USD 47.92,2023-04-25
100376,SALES,Medium,11,6,Bachelors,3,19003,4.04,99.8,70906.91,3820.58,usd 42.79,2018-09-24
100377,Finance,Medium,1,1,Masters,5,98282,3.94,94.7,56566.11,3082.88,$56.39,2017-10-16
100378,FINANCE,Medium,6,0,Bachelors,0,99578,3.22,74.6,63386.68,2162.68,,2018-06-25
100379,Finance,Medium,1,1,Bachelors,2,41790,4.26,78.3,57475.15,2658.4,usd 63.31,2019-08-11
100380,Engineering,Medium,4,4,Masters,5,73594,4.29,113.2,70573.54,3500.04,$42.41,2023-02-16
100381,Sales,Medium,11,6,Bachelors,3,18979,4.93,109.4,71794.01,3239.38,34.27,2015-01-07
100382,Engineering,Medium,11,2,Bachelors,4,92742,4.39,89.4,,7631.8,57.84,2014-03-02
100383,Sales,Medium,15,2,PhD,1,57690,4.24,143.1,97212.31,7222.54,59.78,2015-12-06
100384,Engineering ,High,12,6,Masters,3,52366,3.52,101.4,99877.02,9725.49,46.75,2019-06-01
100385,Engineering,Medium,3,3,Bachelors,3,49144,3.7,79.1,69268.37,2380.85,USD 18.64,2015-09-08
100386,Engineering ,Medium,9,8,Bachelors,4,18578,5.45,120.3,,3703.52,31.97,2018-10-24
100387,Engineering,,8,1,Bachelors,5,45491,4.48,124.0,94291.32,,,2012-03-20
100388,Engineering,Medium,6,5,PhD,0,79909,3.78,152.4,92957.6,5269.6,,2025-02-22
100389,sales,Medium,3,1,Bachelors,5,29006,3.66,110.6,57481.35,2705.47,$53.96,2023-07-16
100390,Engineering,High,8,2,Bachelors,3,36702,3.48,98.0,86573.58,7210.62,usd 56.20,2014-11-11
100391,Finance,,2,2,Masters,1,75497,3.31,95.2,60456.49,,usd 71.34,2012-05-28
100392,Finance,Low,4,2,Masters,5,83398,4.02,149.5,77618.44,3003.75,usd 68.56,2021-05-07
100393,Engineering,Medium,7,7,Masters,0,13277,4.95,92.5,75293.36,3238.68,,2025-07-15
100394,Engineering,Medium,5,0,Bachelors,0,99785,4.34,97.4,72275.97,2818.52,usd 47.08,2018-06-26
100395,Finance,Medium,11,5,Bachelors,0,39002,4.19,80.1,60194.73,3025.67,USD 22.94,2019-01-04
100396,FINANCE,High,9,3,PhD,1,14145,3.38,81.6,68267.01,4712.59,usd 72.46,2023-11-08
100397,Sales,,13,6,Bachelors,0,14570,4.66,119.8,68798.17,,42.82,2023-11-21
100398,Engineering,High,12,6,Bachelors,4,90186,3.97,115.7,96131.97,11029.43,$31.26,2021-10-30
100399,Sales,Medium,13,6,Bachelors,3,92443,3.59,133.2,83008.91,3939.53,,2019-12-08
100400,Engineering,Medium,5,5,Masters,3,18274,4.79,106.0,74833.87,4035.76,,2023-04-14
100401,Sales,Medium,2,2,Bachelors,4,11364,5.49,140.5,74512.5,3772.6,$43.31,2023-02-02
100402,Sales ,High,14,2,Bachelors,3,97310,4.74,131.6,92075.75,6060.02,usd 25.53,2022-05-06
100403,Finance,,2,2,Masters,2,58724,3.38,103.3,52424.9,,usd 73.44,2017-11-27
100404,Fin.,Low,8,7,Bachelors,2,94641,4.75,115.4,,275.46,,2023-06-21
100405,Engineering ,Medium,7,3,Bachelors,2,24043,3.71,117.1,,6378.48,43.11,2016-07-19
100406,Engineering,Medium,8,7,Masters,2,81131,4.7,91.7,77752.14,2595.1,$35.76,2025-11-24
100407,Engineering ,High,12,4,Masters,4,66386,3.78,86.5,80148.47,6533.06,$43.57,2023-02-13
100408,Engineering,,1,1,Bachelors,0,68134,4.13,100.7,73212.24,,,2020-02-02
100409,Finance,Low,16,3,PhD,1,60086,4.24,136.6,103393.65,769.26,$60.90,2021-01-17
100410,Finance,Medium,10,4,Bachelors,5,57789,4.91,114.5,70716.59,3411.61,usd 57.67,2015-07-30
100411,Sales,Low,1,1,Bachelors,0,45929,4.08,126.1,55587.87,1236.95,,2023-11-02
100412,Sales,High,0,0,Masters,4,32044,4.49,131.2,76569.72,5051.68,USD 16.60,2018-01-03
100413,Engineering,Medium,9,7,Bachelors,4,49882,4.53,144.2,100639.07,5273.16,USD 60.42,2018-01-16
100414,Finance,Low,16,7,Bachelors,1,25170,4.41,115.2,95777.61,0.0,,2023-06-17
100415,Engineering,High,17,2,Bachelors,4,28122,4.19,85.8,91258.55,6264.11,47.86,2024-11-02
100416,Finance,High,6,6,Bachelors,3,45158,3.88,89.1,,5777.62,USD 37.85,2019-04-24
100417,Sales,Medium,12,12,Bachelors,1,87714,4.2,149.6,97076.19,6746.73,$58.50,2023-01-06
100418,Finance ,Medium,7,3,Bachelors,2,20196,5.0,96.2,58782.93,2126.4,$53.26,2018-01-17
100419,Engineering,,10,10,Masters,3,38496,4.66,97.2,86781.03,,USD 41.11,2023-07-25
100420,Sales,Medium,12,4,PhD,5,65609,3.64,77.0,67893.03,3849.19,,2021-12-01
100421,Finance ,High,4,4,Bachelors,2,93152,4.04,115.6,74749.24,6933.84,USD 44.73,2012-03-28
100422,Engineering,Medium,2,2,Bachelors,0,29959,4.91,105.8,,4307.4,53.99,2013-10-11
100423,Engineering,,12,0,Masters,4,39696,4.47,120.8,82841.06,,USD 49.47,2013-02-25
100424,Finance,Medium,4,1,PhD,1,76420,3.6,110.8,85794.93,3143.27,$37.35,2018-08-28
100425,Engineering,High,16,3,Masters,5,52160,2.62,101.1,99497.28,5037.77,,2012-11-14
100426,Sales,Medium,7,5,Bachelors,3,44153,4.3,89.7,56876.27,1651.91,$40.65,2016-09-08
100427,Engineering,Medium,9,5,Bachelors,5,27546,4.09,82.4,77551.59,3346.44,37.68,2024-09-27
100428,Engineering,,4,0,Bachelors,3,94489,4.78,113.5,80683.42,,usd 38.70,2023-10-02
100429,Finance,Medium,13,10,Bachelors,3,52673,5.63,123.8,89712.78,6490.5,usd 53.90,2023-02-20
100430,Engineering,High,18,5,Bachelors,2,56137,4.61,117.1,94471.84,9411.84,$50.62,2021-02-28
100431,Engineering,Low,8,4,Bachelors,1,35146,4.81,139.0,67303.27,2308.26,$62.56,2018-03-30
100432,Engineering,Medium,6,1,Bachelors,0,57127,3.85,128.7,77506.04,4513.75,$44.24,2018-09-11
100433,Engineering,Medium,8,8,Bachelors,5,78612,4.38,88.1,59397.14,4205.46,$27.32,2014-03-01
100434,Finance,Medium,11,2,Masters,2,87721,4.15,121.2,78978.56,4604.98,usd 36.57,2023-09-23
100435,ENG,High,4,4,Bachelors,3,14341,4.36,118.8,79723.89,6378.88,usd 50.61,2016-11-04
100436,Finance,Medium,9,0,Masters,1,15056,4.33,99.2,69140.2,3807.17,32.37,2025-06-11
100437,Engineering,Medium,10,2,Masters,2,12225,4.46,134.0,98286.69,3905.23,USD 43.36,2025-06-30
100438, finance,High,0,0,Bachelors,5,46046,4.82,100.9,60832.31,2370.46,USD 28.93,2013-02-22
100439,ENG,Medium,9,5,Bachelors,5,73594,4.29,113.2,69506.49,3802.02,USD 68.75,2023-08-01
100440,Finance,Medium,3,0,Masters,3,49115,3.15,105.4,66676.18,3439.4,$55.35,2023-04-19
100441,Sales ,High,6,4,Bachelors,5,59269,4.82,108.3,66465.68,5922.34,30.68,2012-10-11
100442,Engineering,,13,1,Bachelors,0,78374,4.22,103.0,93404.19,,,2018-05-12
100443,Finance,Medium,5,2,Bachelors,0,67753,5.33,124.5,79200.31,5225.16,USD 29.12,2015-12-03
100444,Engineering,High,6,0,Bachelors,3,70411,3.88,84.9,83445.91,6976.79,$54.89,2017-04-26
100445,Engineering,Medium,2,1,Masters,3,57837,4.78,92.5,68020.79,5768.63,57.57,2022-08-16
100446, Sales,High,1,1,Masters,1,85404,4.21,104.3,54011.06,5344.28,,2016-11-22
100447,Sales,Medium,11,6,Masters,4,86979,3.73,116.3,83101.46,3448.33,usd 44.13,2020-05-08
100448,Finance,High,10,0,Masters,3,64001,4.29,94.0,83285.38,7714.96,$61.82,2024-05-07
100449,Engineering,Medium,8,8,Bachelors,3,14907,3.92,90.1,72966.07,1891.67,$49.79,2013-10-03
100450,FINANCE,,14,3,Masters,2,29006,3.66,110.6,95065.82,,USD 75.26,2018-05-23
100451, finance,Low,13,6,Bachelors,0,11777,3.69,140.8,87573.56,0.0,$59.36,2014-10-31
100452,Finance ,High,9,5,Bachelors,3,29006,3.66,110.6,,9515.43,usd 51.98,2020-12-29
100453,Finance,Medium,5,3,Masters,1,37332,3.62,107.2,71158.76,3631.43,usd 65.25,2021-03-31
100454, eng ,Medium,5,0,Masters,2,46102,3.24,77.8,45918.92,2127.48,usd 63.69,2021-09-20
100455,Sales,,0,0,Bachelors,3,69575,4.13,129.5,63971.06,,64.96,2020-03-14
100456,Sales,Medium,7,5,Masters,2,48013,4.67,97.4,,3011.95,36.25,2025-06-08
100457,Engineering,High,0,0,Bachelors,0,90996,3.89,139.6,93068.88,7862.4,,2021-05-27
100458,Sales,,7,0,Bachelors,2,35701,5.0,130.9,66450.03,,48.44,2013-03-05
100459,Finance,Medium,5,2,Bachelors,3,20206,4.02,91.9,59623.0,2461.0,66.68,2012-04-04
100460,Sales,Low,4,4,Masters,3,18242,4.45,135.1,55331.87,0.0,usd 38.76,2013-07-16
100461,Engineering ,High,7,6,Bachelors,1,42002,4.38,98.3,79927.11,5179.75,usd 42.18,2019-01-14
100462,Finance,Medium,2,2,Bachelors,5,10941,3.48,115.0,,5098.05,USD 52.20,2012-07-29
100463,Engineering,High,10,3,Masters,2,32717,4.63,123.0,98278.65,9762.84,usd 57.59,2016-09-02
100464,Engineering,Medium,3,0,Bachelors,1,10740,3.64,100.1,69861.06,3524.99,,2016-10-02
100465,Finance,High,2,2,Bachelors,3,84296,4.14,133.3,73500.6,6495.47,$70.23,2014-11-28
100466,Engineering,,9,6,Bachelors,2,35927,4.22,143.5,95190.8,,usd 38.48,2017-11-21
100467,Engineering,Low,8,3,Masters,5,19003,4.04,99.8,70202.19,870.24,$31.31,2025-02-24
100468,Engineering,Medium,10,4,Bachelors,3,73263,4.41,106.2,84094.36,4566.02,USD 39.21,2019-09-26
100469,sales,,3,3,Masters,0,59924,4.86,127.5,65304.18,,USD 44.49,2015-03-02
100470,Engineering,Medium,8,0,Masters,4,53796,3.65,124.1,92078.66,4623.55,$43.51,2024-12-22
100471,Finance,Medium,7,5,Bachelors,5,29192,4.11,84.6,,1946.78,52.51,2024-11-05
100472,Engineering,Medium,9,3,Bachelors,5,41611,5.07,89.2,71605.58,3167.51,$61.80,2019-02-17
100473, eng ,Low,8,4,Bachelors,3,34705,4.99,139.1,87662.07,1130.17,usd 45.92,2012-06-16
100474,Engineering,Medium,5,3,Bachelors,1,73523,4.45,100.5,60737.93,3250.78,57.10,2020-03-17
100475,Finance ,Medium,7,0,Bachelors,3,19524,3.53,94.3,64093.29,1485.22,$59.65,2013-04-22
100476,Sales,,6,0,Bachelors,2,28985,5.39,109.3,47775.0,,usd 55.44,2014-09-23
100477, eng ,Medium,14,4,Bachelors,2,15286,5.17,145.9,101094.96,6323.17,usd 68.96,2024-04-26
100478,Finance,High,9,1,PhD,3,92221,4.05,110.8,105522.61,6920.53,34.14,2021-12-31
100479,Sales,,3,3,Bachelors,0,55964,3.4,77.8,,,USD 61.12,2016-05-25
100480,Sales,High,12,5,Bachelors,4,28158,5.61,126.4,88794.66,7976.02,,2021-08-15
100481, eng ,Low,12,4,Masters,5,79916,4.15,146.2,104955.43,1394.35,$37.34,2012-10-26
100482,Engineering,,9,4,Bachelors,2,74402,3.76,94.9,72878.24,,47.46,2025-11-07
100483,Sales ,Medium,0,0,Bachelors,1,21981,3.98,91.9,49239.81,3637.67,$44.22,2013-05-21
100484,Finance,Medium,7,7,Bachelors,4,66618,4.31,94.5,60246.5,3204.56,27.42,2015-06-03
100485,Finance,Medium,16,0,Masters,0,63628,4.49,95.5,90008.9,5252.13,,2014-12-17
100486,Sales,High,5,3,Bachelors,3,22729,4.44,153.0,88434.25,7752.28,$45.08,2025-03-06
100487,Engineering,Medium,8,3,Masters,2,16968,4.21,81.9,89000.39,4909.78,$22.07,2020-06-14
100488,Engineering,High,10,7,Masters,5,19352,4.47,147.9,94115.68,7756.76,45.58,2017-10-17
100489,Engineering,Low,3,3,Bachelors,5,42479,3.38,103.4,67079.34,160.92,52.57,2016-03-24
100490,Engineering,,16,4,Masters,3,23801,3.68,84.4,98032.28,,USD 56.77,2016-08-29
100491,Finance,Medium,7,1,Bachelors,2,28904,3.45,102.8,80803.98,3802.8,USD 31.66,2023-06-01
100492, eng ,Medium,7,2,Bachelors,0,51825,4.22,82.7,61566.17,2693.03,USD 40.21,2022-10-08
100493,Finance,Low,16,8,Bachelors,0,13173,4.7,145.6,83944.28,0.0,56.13,2021-09-17
100494,Finance,,6,6,Bachelors,2,33815,3.61,101.1,63005.6,,USD 37.49,2018-12-08
100495,Sales,,5,0,Masters,5,61237,3.85,92.3,,,,2023-12-27
100496,Engineering,,5,1,Bachelors,3,70380,4.05,62.7,49548.01,,,2023-03-27
100497,Finance,High,5,2,Bachelors,4,40987,5.11,128.2,87835.52,6365.7,$49.82,2025-08-05
100498,Sales,,0,0,PhD,2,29959,4.91,105.8,63198.1,,$38.24,2018-10-15
100499,sales,,0,0,Masters,1,42479,3.38,103.4,63560.77,,usd 55.08,2018-07-25
100500,Finance,High,0,0,Masters,3,65246,5.68,99.2,68332.82,4743.65,usd 51.91,2020-02-22
100501,Engineering,Medium,9,3,Bachelors,1,35874,4.2,69.2,80153.64,3147.33,,2024-11-29
100502, finance,Low,7,5,Bachelors,5,12299,5.24,134.5,75841.5,1061.88,usd -2.14,2018-10-23
100503,Engineering,High,4,0,Masters,1,20854,4.27,88.2,67304.81,4225.29,USD 37.06,2024-11-13
100504,Finance,,6,6,Masters,3,22965,3.55,76.8,50195.04,,37.03,2025-10-12
100505,engineering,Low,4,3,Bachelors,3,11308,3.29,136.9,68013.72,1090.81,usd 20.78,2022-01-11
100506,Sales ,Medium,8,0,Bachelors,3,96270,4.18,108.4,69713.91,3200.02,,2024-12-03
100507,Engineering,High,13,2,Masters,5,82999,4.98,100.0,82369.3,5232.14,86.70,2012-05-22
100508,Finance ,Medium,12,0,PhD,0,76521,4.55,108.0,81513.32,5037.31,USD 66.21,2023-04-17
100509,Sales,Medium,14,2,Masters,3,46753,4.58,114.1,96127.04,4276.5,52.32,2019-02-01
100510,Finance,Medium,3,3,Bachelors,0,32900,4.66,145.6,74583.93,5807.99,usd 59.30,2015-12-16
100511,Sales ,Medium,9,6,Bachelors,3,20206,4.02,91.9,57165.27,3540.64,$34.02,2015-11-11
100512,Engineering,Medium,5,5,PhD,0,74795,3.27,97.3,83899.98,2947.77,60.51,2021-03-12
100513,Finance,Medium,6,5,Bachelors,1,62163,3.93,150.3,83882.64,6265.65,45.57,2016-08-08
100514,Engineering,High,6,2,Bachelors,0,74492,3.61,89.3,63945.1,5358.03,USD 62.24,2015-12-29
100515,Sales,Medium,3,3,Bachelors,3,12994,2.92,103.8,52927.7,3451.37,53.66,2023-04-05
100516,Engineering,,14,7,Bachelors,1,55757,4.17,130.2,90856.45,,$80.01,2019-09-02
